source,Si/Al,Na/Al,Ca/Si,OH/Al,Fine_aggregate_to_binder,Coarse_aggregate_to_binder,Solid_type,Activator_binder,NaOH_molarity,Water_in_sodium silicate,Humidity,Superplasticiser_dosage,Curing_temperature (C),Curing_age (d),CS (MPa)
Workability and mechanical properties of alkali-activated fly ash-slag concrete cured at ambient temperature,2.439826161,1.069946122,0.155145112,0.423571884,1.61,2.9925,concrete,0.4,10,0.5393,0.6,4,20,7,12.1
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,10,0.5393,0.6,4,20,7,15
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,10,0.5393,0.6,4,20,7,26.3
,2.548605996,1.158889284,0.277154901,0.458782837,1.625,3.0175,concrete,0.4,10,0.5393,0.6,4,20,7,31.1
,2.588999466,1.191916756,0.319850623,0.471857802,1.63,3.025,concrete,0.4,10,0.5393,0.6,4,20,7,36
,2.439826161,1.069946122,0.155145112,0.423571884,1.61,2.9925,concrete,0.4,10,0.5393,0.6,4,20,14,16.1
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,10,0.5393,0.6,4,20,14,22.3
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,10,0.5393,0.6,4,20,14,30.8
,2.548605996,1.158889284,0.277154901,0.458782837,1.625,3.0175,concrete,0.4,10,0.5393,0.6,4,20,14,36.7
,2.588999466,1.191916756,0.319850623,0.471857802,1.63,3.025,concrete,0.4,10,0.5393,0.6,4,20,14,47.1
,2.439826161,1.069946122,0.155145112,0.423571884,1.61,2.9925,concrete,0.4,10,0.5393,0.6,4,20,28,21.2
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,10,0.5393,0.6,4,20,28,28
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,10,0.5393,0.6,4,20,28,39.9
,2.548605996,1.158889284,0.277154901,0.458782837,1.625,3.0175,concrete,0.4,10,0.5393,0.6,4,20,28,45
,2.588999466,1.191916756,0.319850623,0.471857802,1.63,3.025,concrete,0.4,10,0.5393,0.6,4,20,28,55.1
,2.439826161,1.069946122,0.155145112,0.423571884,1.61,2.9925,concrete,0.4,10,0.5393,0.6,4,20,1,5
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,10,0.5393,0.6,4,20,1,9.5
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,10,0.5393,0.6,4,20,1,12.5
,2.548605996,1.158889284,0.277154901,0.458782837,1.625,3.0175,concrete,0.4,10,0.5393,0.6,4,20,1,15
,2.588999466,1.191916756,0.319850623,0.471857802,1.63,3.025,concrete,0.4,10,0.5393,0.6,4,20,1,16.2
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,12,0.5393,0.6,4,20,1,12.995338
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,12,0.5393,0.6,4,20,1,18.54312354
,2.548605996,1.158889284,0.277154901,0.458782837,1.645,3.055,concrete,0.4,12,0.5393,0.6,4,20,1,25.7016317
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,12,0.5393,0.6,4,20,7,21.92773893
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,12,0.5393,0.6,4,20,7,29.92307692
,2.548605996,1.158889284,0.277154901,0.458782837,1.645,3.055,concrete,0.4,12,0.5393,0.6,4,20,7,39.50815851
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,12,0.5393,0.6,4,20,14,28.8018648
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,12,0.5393,0.6,4,20,14,38.01864802
,2.548605996,1.158889284,0.277154901,0.458782837,1.645,3.055,concrete,0.4,12,0.5393,0.6,4,20,14,46.17715618
,2.474182129,1.098037068,0.194838623,0.43469257,1.615,3,concrete,0.4,12,0.5393,0.6,4,20,28,35.61305361
,2.510390738,1.127642814,0.235496689,0.446412937,1.62,3.0075,concrete,0.4,12,0.5393,0.6,4,20,28,44.70862471
,2.548605996,1.158889284,0.277154901,0.458782837,1.645,3.055,concrete,0.4,12,0.5393,0.6,4,20,28,56.78321678
,2.390035978,0.964729825,0.201698319,0.38548209,1.6275,3.0225,concrete,0.35,10,0.5393,0.6,4,20,1,10.9
,2.423975803,0.990741284,0.243892165,0.395875624,1.6525,3.0675,concrete,0.35,10,0.5393,0.6,4,20,1,14.5
,2.459796542,1.018194274,0.28716141,0.406845157,1.6775,3.115,concrete,0.35,10,0.5393,0.6,4,20,1,21.2
,2.390035978,0.964729825,0.201698319,0.38548209,1.6275,3.0225,concrete,0.35,10,0.5393,0.6,4,20,7,21.4
,2.423975803,0.990741284,0.243892165,0.395875624,1.6525,3.0675,concrete,0.35,10,0.5393,0.6,4,20,7,29.30669546
,2.459796542,1.018194274,0.28716141,0.406845157,1.6775,3.115,concrete,0.35,10,0.5393,0.6,4,20,7,36.30453564
,2.390035978,0.964729825,0.201698319,0.38548209,1.6275,3.0225,concrete,0.35,10,0.5393,0.6,4,20,14,28.91792657
,2.423975803,0.990741284,0.243892165,0.395875624,1.6525,3.0675,concrete,0.35,10,0.5393,0.6,4,20,14,37.21166307
,2.459796542,1.018194274,0.28716141,0.406845157,1.6775,3.115,concrete,0.35,10,0.5393,0.6,4,20,14,44.07991361
,2.390035978,0.964729825,0.201698319,0.38548209,1.6275,3.0225,concrete,0.35,10,0.5393,0.6,4,20,28,31.02807775
,2.423975803,0.990741284,0.243892165,0.395875624,1.6525,3.0675,concrete,0.35,10,0.5393,0.6,4,20,28,41.56155508
,2.459796542,1.018194274,0.28716141,0.406845157,1.6775,3.115,concrete,0.35,10,0.5393,0.6,4,20,28,48.07775378
,2.408067296,1.167511133,0.200188026,0.524911782,1.5925,2.96,concrete,0.4,10,0.5393,0.6,4,20,1,2.686746988
,2.593010723,1.112228396,0.272408686,0.398188877,1.6475,3.0575,concrete,0.4,10,0.5393,0.6,4,20,1,19.02409639
,2.408067296,1.167511133,0.200188026,0.524911782,1.5925,2.96,concrete,0.4,10,0.5393,0.6,4,20,7,17.81927711
,2.593010723,1.112228396,0.272408686,0.398188877,1.6475,3.0575,concrete,0.4,10,0.5393,0.6,4,20,7,31.91566265
,2.408067296,1.167511133,0.200188026,0.524911782,1.5925,2.96,concrete,0.4,10,0.5393,0.6,4,20,14,23.08433735
,2.593010723,1.112228396,0.272408686,0.398188877,1.6475,3.0575,concrete,0.4,10,0.5393,0.6,4,20,14,36.14457831
,2.408067296,1.167511133,0.200188026,0.524911782,1.5925,2.96,concrete,0.4,10,0.5393,0.6,4,20,28,31.31325301
,2.593010723,1.112228396,0.272408686,0.398188877,1.6475,3.0575,concrete,0.4,10,0.5393,0.6,4,20,28,43.4939759
Development of Fly Ash- and Slag-Based Geopolymer Concrete with Calcium Carbonate or Microsilica,2.875848769,1.246989542,0.652924457,0.521684486,1.111111111,2.539351852,concrete,0.444425926,12,0.6,0.95,7,21,28,48
,2.841710803,1.208116414,0.660768152,0.50545092,1.466666667,3.35,concrete,0.430555556,12,0.6,0.95,7,21,28,39.7
Investigation on dynamic mechanical properties of fly ash/slag-based geopolymeric recycled aggregate concrete,3.389306917,1.475970568,0.026396879,0.526085413,1.30952381,2.904761905,concrete,0.55,12,0.559,0.7,0,25,28,12.3
,3.424817403,1.541483621,0.097651458,0.549436463,1.30952381,2.904761905,concrete,0.55,12,0.559,0.7,0,25,28,31.2
,3.463626678,1.613082588,0.17385436,0.574956736,1.30952381,2.904761905,concrete,0.55,12,0.559,0.7,0,25,28,36.3
,3.506216799,1.691656811,0.255539585,0.602963224,1.30952381,2.904761905,concrete,0.55,12,0.559,0.7,0,25,28,41
The Study on the Whole Stress�Strain Curves of Coral Fly Ash-Slag Alkali-Activated Concrete under Uniaxial Compression,2.598877359,1.238650838,0.562471026,0.455908127,2.411111111,1.680555556,concrete,0.427777778,14,0.565,0.525,2.1,25,30,31.97
,2.513491319,1.1183611,0.580961235,0.412479248,1.905191874,1.198645598,concrete,0.386004515,14,0.565,0.525,3.3,25,30,41.96
,2.356212747,0.893245801,0.620399501,0.330102425,1.398230088,0.817699115,concrete,0.307964602,14,0.565,0.525,4.8,25,30,55.13
Investigation on Performance Enhancement of Fly ash-GGBFS Based Graphene Geopolymer Concrete,2.773229402,1.082977171,0.144396974,0.38597496,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,28,39.53
,2.830752995,1.145285961,0.238329405,0.408181922,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,28,42.36
,2.895307606,1.215219394,0.339266247,0.43310632,1.500110628,3.000098336,concrete,0.399980333,8,0.559,0.6,0,21,28,46.51
,2.773229402,1.082977171,0.144396974,0.38597496,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,3,15.46
,2.830752995,1.145285961,0.238329405,0.408181922,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,3,18.25
,2.895307606,1.215219394,0.339266247,0.43310632,1.500110628,3.000098336,concrete,0.399980333,8,0.559,0.6,0,21,3,21.34
,2.773229402,1.082977171,0.144396974,0.38597496,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,7,28.18
,2.830752995,1.145285961,0.238329405,0.408181922,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,7,30.45
,2.895307606,1.215219394,0.339266247,0.43310632,1.500110628,3.000098336,concrete,0.399980333,8,0.559,0.6,0,21,7,34.18
,2.773229402,1.082977171,0.144396974,0.38597496,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,60,42.12
,2.830752995,1.145285961,0.238329405,0.408181922,1.50007375,3.000024583,concrete,0.3999705,8,0.559,0.6,0,21,60,44.36
,2.895307606,1.215219394,0.339266247,0.43310632,1.500110628,3.000098336,concrete,0.399980333,8,0.559,0.6,0,21,60,48.26
Influence of steel and PP fibers on mechanical and microstructural properties of fly ash-GGBFS based geopolymer composites,3.026086848,1.007824451,0.324615967,0.433188412,2.5,0,concrete,0.400004279,8,0.645,0.68,0,29.5,28,54.3
Properties of slag geopolymer concrete modified with fly ash and silica fume,4.569055339,2.339832984,1.188286934,0.987574743,2.145,2.145,concrete,0.4,16,0.55,0.6,0,70,28,44.8
,4.117017834,2.015936666,1.02389606,0.850867625,2.1325,2.1325,concrete,0.4,16,0.55,0.6,0,70,28,40.5
,3.774911383,1.770808731,0.873310212,0.747406327,2.1175,2.1175,concrete,0.4,16,0.55,0.6,0,70,28,38.2
,3.506982244,1.578830719,0.734860511,0.66637805,2.1025,2.1025,concrete,0.4,16,0.55,0.6,0,70,28,32.5
,3.291464814,1.424407023,0.607136656,0.601200346,2.0875,2.0875,concrete,0.4,16,0.55,0.6,0,70,28,29.4
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,16,0.55,0.6,0,21,28,64.9
,4.117017834,2.015936666,1.02389606,0.850867625,2.195,2.195,concrete,0.4,16,0.55,0.6,0,21,28,58
,3.774911383,1.770808731,0.873310212,0.747406327,2.18,2.18,concrete,0.4,16,0.55,0.6,0,21,28,57
,3.506982244,1.578830719,0.734860511,0.66637805,2.165,2.165,concrete,0.4,16,0.55,0.6,0,21,28,56
,3.291464814,1.424407023,0.607136656,0.601200346,2.15,2.15,concrete,0.4,16,0.55,0.6,0,21,28,53
,4.569055339,2.339832984,1.188286934,0.987574743,2.145,2.145,concrete,0.4,16,0.55,0.6,0,70,7,43.3
,4.117017834,2.015936666,1.02389606,0.850867625,2.1325,2.1325,concrete,0.4,16,0.55,0.6,0,70,7,25
,3.774911383,1.770808731,0.873310212,0.747406327,2.1175,2.1175,concrete,0.4,16,0.55,0.6,0,70,7,24.2
,3.506982244,1.578830719,0.734860511,0.66637805,2.1025,2.1025,concrete,0.4,16,0.55,0.6,0,70,7,26.9
,3.291464814,1.424407023,0.607136656,0.601200346,2.0875,2.0875,concrete,0.4,16,0.55,0.6,0,70,7,20.9
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,16,0.55,0.6,0,21,7,61.6
,4.117017834,2.015936666,1.02389606,0.850867625,2.195,2.195,concrete,0.4,16,0.55,0.6,0,21,7,51
,3.774911383,1.770808731,0.873310212,0.747406327,2.18,2.18,concrete,0.4,16,0.55,0.6,0,21,7,47
,3.506982244,1.578830719,0.734860511,0.66637805,2.165,2.165,concrete,0.4,16,0.55,0.6,0,21,7,49
,3.291464814,1.424407023,0.607136656,0.601200346,2.15,2.15,concrete,0.4,16,0.55,0.6,0,21,7,47
,4.569055339,2.339832984,1.188286934,0.987574743,2.145,2.145,concrete,0.4,16,0.55,0.6,0,21,28,46.9
,3.506982244,1.578830719,0.734860511,0.66637805,2.1025,2.1025,concrete,0.4,16,0.55,0.6,0,21,28,33.9
,3.291464814,1.424407023,0.607136656,0.601200346,2.0875,2.0875,concrete,0.4,16,0.55,0.6,0,21,28,31.8
,4.569055339,2.339832984,1.188286934,0.987574743,2.145,2.145,concrete,0.4,16,0.55,0.6,0,21,7,46.3
,3.506982244,1.578830719,0.734860511,0.66637805,2.1025,2.1025,concrete,0.4,16,0.55,0.6,0,21,7,28.6
,3.291464814,1.424407023,0.607136656,0.601200346,2.0875,2.0875,concrete,0.4,16,0.55,0.6,0,21,7,17.6
,3.506982244,1.578830719,0.734860511,0.66637805,2.165,2.165,concrete,0.4,10,0.55,0.6,0,70,28,55.6
,3.291464814,1.424407023,0.607136656,0.601200346,2.15,2.15,concrete,0.4,10,0.55,0.6,0,70,28,52.9
,3.506982244,1.578830719,0.734860511,0.66637805,2.165,2.165,concrete,0.4,10,0.55,0.6,0,70,7,46.6
,3.291464814,1.424407023,0.607136656,0.601200346,2.15,2.15,concrete,0.4,10,0.55,0.6,0,70,7,39.3
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,16,0.55,0.6,0,70,28,57.4
,4.569055339,2.339832984,1.188286934,0.987574743,2.32,2.32,concrete,0.4,16,0.55,0.6,0,21,28,63
,3.506982244,1.578830719,0.734860511,0.66637805,2.2775,2.2775,concrete,0.4,16,0.55,0.6,0,21,28,63.3
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,16,0.55,0.6,0,70,7,53.3
,4.569055339,2.339832984,1.188286934,0.987574743,2.32,2.32,concrete,0.4,16,0.55,0.6,0,21,7,58
,3.506982244,1.578830719,0.734860511,0.66637805,2.2775,2.2775,concrete,0.4,16,0.55,0.6,0,21,7,58.2
,4.569055339,2.339832984,1.188286934,0.987574743,2.32,2.32,concrete,0.4,18,0.55,0.6,0,21,28,69
,4.569055339,2.339832984,1.188286934,0.987574743,2.205,2.205,concrete,0.4,18,0.55,0.6,0,21,28,67
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,10,0.55,0.6,0,21,28,59.1
,4.569055339,2.339832984,1.188286934,0.987574743,2.2325,2.2325,concrete,0.4,10,0.55,0.6,0,21,28,74.8
,4.117017834,2.015936666,1.02389606,0.850867625,2.22,2.22,concrete,0.4,16,0.55,0.6,0,21,28,68
,3.774911383,1.770808731,0.873310212,0.747406327,2.205,2.205,concrete,0.4,16,0.55,0.6,0,21,28,62
,3.506982244,1.578830719,0.734860511,0.66637805,2.19,2.19,concrete,0.4,16,0.55,0.6,0,21,28,61.8
,3.291464814,1.424407023,0.607136656,0.601200346,2.175,2.175,concrete,0.4,16,0.55,0.6,0,70,28,58.2
,4.569055339,2.339832984,1.188286934,0.987574743,2.2325,2.2325,concrete,0.4,16,0.55,0.6,0,70,28,71
,4.117017834,2.015936666,1.02389606,0.850867625,2.22,2.22,concrete,0.4,16,0.55,0.6,0,70,28,64
,4.569055339,2.339832984,1.188286934,0.987574743,2.32,2.32,concrete,0.4,18,0.55,0.6,0,21,7,67.6
,4.569055339,2.339832984,1.188286934,0.987574743,2.205,2.205,concrete,0.4,18,0.55,0.6,0,21,7,65
,4.569055339,2.339832984,1.188286934,0.987574743,2.2075,2.2075,concrete,0.4,10,0.55,0.6,0,21,7,54.6
,4.569055339,2.339832984,1.188286934,0.987574743,2.2325,2.2325,concrete,0.4,10,0.55,0.6,0,21,7,70
Physical-mechanical properties of fly ash/GGBFS geopolymer composites with recycled aggregates,3.389306917,1.475970568,0.026396879,0.526085413,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,28,26.1
,3.424817403,1.541483621,0.097651458,0.549436463,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,28,43.5
,3.463626678,1.613082588,0.17385436,0.574956736,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,28,47
,3.506216799,1.691656811,0.255539585,0.602963224,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,28,52.3
,3.389306917,1.475970568,0.026396879,0.526085413,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,3,20.2
,3.424817403,1.541483621,0.097651458,0.549436463,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,3,36.6
,3.463626678,1.613082588,0.17385436,0.574956736,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,3,41
,3.506216799,1.691656811,0.255539585,0.602963224,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,3,45.4
,3.389306917,1.475970568,0.026396879,0.526085413,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,7,23.7
,3.424817403,1.541483621,0.097651458,0.549436463,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,7,41.7
,3.463626678,1.613082588,0.17385436,0.574956736,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,7,45.3
,3.506216799,1.691656811,0.255539585,0.602963224,1.30952381,2.904761905,concrete,0.55,12,0.559,0.6,0,25,7,51
Binding mechanism and properties of alkali-activated fly ash/slag mortars,2.533572025,1.070499732,0.284718953,0.45603608,0,0,mortar,0.4,10,0.564,0.5,4,20,1,18.91
,2.533572025,1.070499732,0.284718953,0.45603608,0,0,mortar,0.4,10,0.564,0.5,4,20,3,27.1
,2.533572025,1.070499732,0.284718953,0.45603608,0,0,mortar,0.4,10,0.564,0.5,4,20,7,39.91
,2.533572025,1.070499732,0.284718953,0.45603608,0,0,mortar,0.4,10,0.564,0.5,4,20,14,45
,2.533572025,1.070499732,0.284718953,0.45603608,0,0,mortar,0.4,10,0.564,0.5,4,20,28,53.4
Binding mechanism and properties of alkali-activated fly ash/slag mortars,2.847368845,0.452934763,0.065755491,0.10025194,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,7,12.3
,2.840676594,0.502190955,0.367334021,0.111154236,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,7,20
,2.835343246,0.541445376,0.608694546,0.119842754,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,7,53
,2.829105422,0.587356906,0.892141697,0.130004747,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,7,56
,2.81747614,0.672950553,1.423928134,0.148949924,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,7,56
,3.02126841,0.587390923,0.061970706,0.096241862,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,7,17.5
,3.033487559,0.651269085,0.343985968,0.106708066,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,7,65.7
,3.043225536,0.702176395,0.567114711,0.115049043,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,7,82.5
,3.054614963,0.761717014,0.82627858,0.124804557,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,7,83.5
,3.075848467,0.872719603,1.304317682,0.142991927,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,7,94.6
,2.847368845,0.452934763,0.065755491,0.10025194,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,14,15.2
,2.840676594,0.502190955,0.367334021,0.111154236,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,14,27.9
,2.835343246,0.541445376,0.608694546,0.119842754,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,14,61.2
,2.829105422,0.587356906,0.892141697,0.130004747,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,14,61.3
,2.81747614,0.672950553,1.423928134,0.148949924,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,14,61.4
,3.02126841,0.587390923,0.061970706,0.096241862,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,14,20
,3.033487559,0.651269085,0.343985968,0.106708066,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,14,67.6
,3.043225536,0.702176395,0.567114711,0.115049043,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,14,83.2
,3.054614963,0.761717014,0.82627858,0.124804557,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,14,97.6
,3.075848467,0.872719603,1.304317682,0.142991927,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,14,101.1
,2.847368845,0.452934763,0.065755491,0.10025194,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,28,18.9
,2.840676594,0.502190955,0.367334021,0.111154236,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,28,29.9
,2.835343246,0.541445376,0.608694546,0.119842754,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,28,60.9
,2.829105422,0.587356906,0.892141697,0.130004747,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,28,67.4
,2.81747614,0.672950553,1.423928134,0.148949924,2.751893939,0,mortar,0.162310606,10,0.56,0.8,0,25,28,86.5
,3.02126841,0.587390923,0.061970706,0.096241862,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,28,22.5
,3.033487559,0.651269085,0.343985968,0.106708066,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,28,69.6
,3.043225536,0.702176395,0.567114711,0.115049043,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,28,92.5
,3.054614963,0.761717014,0.82627858,0.124804557,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,28,105
,3.075848467,0.872719603,1.304317682,0.142991927,2.641818182,0,mortar,0.221636364,10,0.56,0.8,0,25,28,108.9
Effect of ground granulated blast furnace slag and fly ash ratio and the curing conditions on the mechanical properties of geopolymer concrete,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,7,9.2
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,7,12.05
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,7,13.45
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,7,15.2
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,14,12.55
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,14,14.7
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,14,16
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,14,19
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,28,16
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,28,17.15
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,28,19.8
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,28,22.05
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,42,17.22
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,42,18.95
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,42,20.98
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,42,23.8
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,56,18
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,56,20
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,56,21.8
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,0.6,0,25,56,24.13
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,7,21.5
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,7,21.7
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,7,23.9
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,7,24.34
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,14,25.1
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,14,25.25
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,14,26.44
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,14,29.1
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,28,28.32
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,28,28.37
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,28,29.5
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,28,32.06
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,42,28.7
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,42,29.1
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,42,30
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,42,32.5
,2.492824578,1.369091004,0.346810845,0.75091206,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,56,28.78
,2.397150347,1.381029813,0.488073009,0.757460197,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,56,29.02
,2.299792832,1.393178673,0.64388589,0.764123542,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,56,30.6
,2.200707215,1.405543175,0.816619758,0.770905161,1.686419753,3.133333333,concrete,0.4,13,0.63,1,0,80,56,32.78
Multi-response optimization using Taguchi-Grey relational analysis for composition of fly ash-ground granulated blast furnace slag based geopolymer concrete,2.622856762,1.275871773,0.144704714,0.651439115,1.633573333,3.033786667,concrete,0.465973333,8,0.654,0.6,0,25,7,27.92
